measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Latin America and Caribbean,Both,65-69 years,Meningitis,Rate,2019,60.47968142,70.22376948,51.34678796
Prevalence,Latin America and Caribbean,Both,70-74 years,Meningitis,Rate,2019,60.83149792,71.08556283,50.71766679
Prevalence,Latin America and Caribbean,Both,75-79 years,Meningitis,Rate,2019,62.44528161,73.25172639,51.29427451
Prevalence,Latin America and Caribbean,Both,80+ years,Meningitis,Rate,2019,69.8195818,81.96914563,55.78556296
Prevalence,Latin America and Caribbean,Both,<1 year,Meningitis,Rate,2019,10.17526668,12.48015884,8.250400707
Prevalence,Latin America and Caribbean,Both,1-4 years,Measles,Rate,2019,0.665715627,0.690672905,0.649605868
Prevalence,Latin America and Caribbean,Both,5-9 years,Measles,Rate,2019,0.087987802,0.091552366,0.085762378
Prevalence,Latin America and Caribbean,Both,10-14 years,Measles,Rate,2019,0.02412432,0.025159465,0.023472546
Prevalence,Latin America and Caribbean,Both,15-19 years,Measles,Rate,2019,0.008734421,0.009110468,0.008500555
Prevalence,Latin America and Caribbean,Both,20-24 years,Measles,Rate,2019,0.005023889,0.005232426,0.004892452
Prevalence,Latin America and Caribbean,Both,25-29 years,Measles,Rate,2019,0.002953432,0.003089601,0.002869764
Prevalence,Latin America and Caribbean,Both,30-34 years,Measles,Rate,2019,0.002211748,0.002327516,0.002143737
Prevalence,Latin America and Caribbean,Both,35-39 years,Measles,Rate,2019,0.001629823,0.001727183,0.001574339
Prevalence,Latin America and Caribbean,Both,40-44 years,Measles,Rate,2019,0.001290475,0.001381068,0.001241152
Prevalence,Latin America and Caribbean,Both,45-49 years,Measles,Rate,2019,0.001028173,0.001114343,0.000983454
Prevalence,Latin America and Caribbean,Both,50-54 years,Measles,Rate,2019,0.000940247,0.001028276,0.000894075
Prevalence,Latin America and Caribbean,Both,55-59 years,Measles,Rate,2019,0.001099435,0.001217659,0.001038173
Prevalence,Latin America and Caribbean,Both,60-64 years,Measles,Rate,2019,0,0,0
Prevalence,Latin America and Caribbean,Both,65-69 years,Measles,Rate,2019,0,0,0
Prevalence,Latin America and Caribbean,Both,70-74 years,Measles,Rate,2019,0,0,0
Prevalence,Latin America and Caribbean,Both,75-79 years,Measles,Rate,2019,0,0,0
Prevalence,Latin America and Caribbean,Both,80+ years,Measles,Rate,2019,0,0,0
Prevalence,Latin America and Caribbean,Both,<1 year,Measles,Rate,2019,0.971237676,1.006718236,0.94795228
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,Ebola,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,1-4 years,Meningitis,Rate,2019,10.55181875,12.89886595,8.714075666
Prevalence,High-income,Both,5-9 years,Meningitis,Rate,2019,17.39228015,21.36472619,14.38861114
Prevalence,High-income,Both,10-14 years,Meningitis,Rate,2019,21.05452086,25.42842612,17.5625993
Prevalence,High-income,Both,15-19 years,Meningitis,Rate,2019,23.60107132,27.95441034,19.75124317
Prevalence,High-income,Both,20-24 years,Meningitis,Rate,2019,25.3393217,29.61731145,21.51445529
Prevalence,High-income,Both,25-29 years,Meningitis,Rate,2019,26.66570652,31.22937946,22.72736493
Prevalence,High-income,Both,30-34 years,Meningitis,Rate,2019,28.31057513,32.76217421,24.2702608
Prevalence,High-income,Both,35-39 years,Meningitis,Rate,2019,30.26471772,35.00136613,26.03214827
Prevalence,High-income,Both,40-44 years,Meningitis,Rate,2019,31.8524777,36.59389047,27.51259648
Prevalence,High-income,Both,45-49 years,Meningitis,Rate,2019,33.22412371,37.96951287,28.65604308
Prevalence,High-income,Both,50-54 years,Meningitis,Rate,2019,33.2268451,37.86388044,28.67010396
Prevalence,High-income,Both,55-59 years,Meningitis,Rate,2019,33.05527593,37.74987591,28.65147649
Prevalence,High-income,Both,60-64 years,Meningitis,Rate,2019,33.40264897,38.32852157,28.98607985
Prevalence,High-income,Both,65-69 years,Meningitis,Rate,2019,34.0508817,39.18108201,29.29446297
Prevalence,High-income,Both,70-74 years,Meningitis,Rate,2019,35.1805605,40.75841852,29.70188443
Prevalence,High-income,Both,75-79 years,Meningitis,Rate,2019,35.94659003,42.08845075,29.47734826
Prevalence,High-income,Both,80+ years,Meningitis,Rate,2019,38.89316875,46.22703013,30.16255722
Prevalence,High-income,Both,<1 year,Meningitis,Rate,2019,5.019690686,6.551012594,3.930420249
Prevalence,High-income,Both,1-4 years,Measles,Rate,2019,0.698805233,0.712980291,0.687668759
Prevalence,High-income,Both,5-9 years,Measles,Rate,2019,0.091484716,0.093292821,0.090097795
Prevalence,High-income,Both,10-14 years,Measles,Rate,2019,0.0242374,0.024713415,0.023874623
Prevalence,High-income,Both,15-19 years,Measles,Rate,2019,0.00869291,0.008864298,0.008565901
Prevalence,High-income,Both,20-24 years,Measles,Rate,2019,0.004704266,0.004798056,0.004631492
Prevalence,High-income,Both,25-29 years,Measles,Rate,2019,0.002682441,0.002736731,0.002639581
Prevalence,High-income,Both,30-34 years,Measles,Rate,2019,0.001919727,0.001957036,0.001890348
Prevalence,High-income,Both,35-39 years,Measles,Rate,2019,0.001376532,0.001401733,0.001355844
Prevalence,High-income,Both,40-44 years,Measles,Rate,2019,0.00114101,0.001160894,0.001124345
Prevalence,High-income,Both,45-49 years,Measles,Rate,2019,0.000947192,0.00096352,0.000932783
Prevalence,High-income,Both,50-54 years,Measles,Rate,2019,0.000850863,0.00086812,0.000836874
Prevalence,High-income,Both,55-59 years,Measles,Rate,2019,0.000952887,0.000971525,0.00093758
Prevalence,High-income,Both,60-64 years,Measles,Rate,2019,0,0,0
Prevalence,High-income,Both,65-69 years,Measles,Rate,2019,0,0,0
Prevalence,High-income,Both,70-74 years,Measles,Rate,2019,0,0,0
Prevalence,High-income,Both,75-79 years,Measles,Rate,2019,0,0,0
Prevalence,High-income,Both,80+ years,Measles,Rate,2019,0,0,0
Prevalence,High-income,Both,<1 year,Measles,Rate,2019,1.027818915,1.048637333,1.011623133
Prevalence,Sub-Saharan Africa,Both,1-4 years,Measles,Rate,2019,75.41461437,167.7870941,26.06485954
Prevalence,Sub-Saharan Africa,Both,5-9 years,Measles,Rate,2019,9.724545427,21.61232037,3.360902973
Prevalence,Sub-Saharan Africa,Both,10-14 years,Measles,Rate,2019,2.594716437,5.755013062,0.897833734
Prevalence,Sub-Saharan Africa,Both,15-19 years,Measles,Rate,2019,0.944474299,2.092864845,0.327100945
Prevalence,Sub-Saharan Africa,Both,20-24 years,Measles,Rate,2019,0.527946772,1.168632338,0.183164017
Prevalence,Sub-Saharan Africa,Both,25-29 years,Measles,Rate,2019,0.305811413,0.675439366,0.106342235
Prevalence,Sub-Saharan Africa,Both,30-34 years,Measles,Rate,2019,0.212623476,0.468794453,0.073884201
Prevalence,Sub-Saharan Africa,Both,35-39 years,Measles,Rate,2019,0.149034196,0.32849206,0.051718771
Prevalence,Sub-Saharan Africa,Both,40-44 years,Measles,Rate,2019,0.118785049,0.261962652,0.041191031
Prevalence,Sub-Saharan Africa,Both,45-49 years,Measles,Rate,2019,0.097516628,0.214843431,0.03380814
Prevalence,Sub-Saharan Africa,Both,50-54 years,Measles,Rate,2019,0.087796528,0.193286974,0.0304465
Prevalence,Sub-Saharan Africa,Both,55-59 years,Measles,Rate,2019,0.101312195,0.222770176,0.035166245
Prevalence,Sub-Saharan Africa,Both,60-64 years,Measles,Rate,2019,0,0,0
Prevalence,Sub-Saharan Africa,Both,65-69 years,Measles,Rate,2019,0,0,0
Prevalence,Sub-Saharan Africa,Both,70-74 years,Measles,Rate,2019,0,0,0
Prevalence,Sub-Saharan Africa,Both,75-79 years,Measles,Rate,2019,0,0,0
Prevalence,Sub-Saharan Africa,Both,80+ years,Measles,Rate,2019,0,0,0
Prevalence,Sub-Saharan Africa,Both,<1 year,Measles,Rate,2019,111.2649784,247.5806033,38.45118689
Prevalence,Sub-Saharan Africa,Both,1-4 years,Tuberculosis,Rate,2019,12783.05428,17724.89231,9118.415139
Prevalence,Sub-Saharan Africa,Both,5-9 years,Tuberculosis,Rate,2019,15647.1641,21321.76305,10940.02323
Prevalence,Sub-Saharan Africa,Both,10-14 years,Tuberculosis,Rate,2019,18270.44075,24904.53767,12674.3707
Prevalence,Sub-Saharan Africa,Both,15-19 years,Tuberculosis,Rate,2019,21894.6053,30430.50411,14862.33688
Prevalence,Sub-Saharan Africa,Both,20-24 years,Tuberculosis,Rate,2019,26308.49285,35306.37142,18466.13137
Prevalence,Sub-Saharan Africa,Both,25-29 years,Tuberculosis,Rate,2019,29945.3993,40305.39766,20947.55793
Prevalence,Sub-Saharan Africa,Both,30-34 years,Tuberculosis,Rate,2019,32234.84989,42641.36291,22590.18068
Prevalence,Sub-Saharan Africa,Both,35-39 years,Tuberculosis,Rate,2019,33612.57866,43368.89385,23153.51941
Prevalence,Sub-Saharan Africa,Both,40-44 years,Tuberculosis,Rate,2019,33968.07796,44206.47429,23889.2599
Prevalence,Sub-Saharan Africa,Both,45-49 years,Tuberculosis,Rate,2019,32507.93231,43042.79891,22651.99772
Prevalence,Sub-Saharan Africa,Both,50-54 years,Tuberculosis,Rate,2019,33598.42377,43515.41549,23890.08201
Prevalence,Sub-Saharan Africa,Both,55-59 years,Tuberculosis,Rate,2019,37867.93719,47739.67025,27797.16821
Prevalence,Sub-Saharan Africa,Both,60-64 years,Tuberculosis,Rate,2019,40427.59303,50309.79657,30272.97201
Prevalence,Sub-Saharan Africa,Both,65-69 years,Tuberculosis,Rate,2019,39923.26,50503.56523,29358.45902
Prevalence,Sub-Saharan Africa,Both,70-74 years,Tuberculosis,Rate,2019,38762.07264,47575.08942,28380.42527
Prevalence,Sub-Saharan Africa,Both,75-79 years,Tuberculosis,Rate,2019,36963.82989,45934.07278,27704.609
Prevalence,Sub-Saharan Africa,Both,80+ years,Tuberculosis,Rate,2019,36137.94334,43121.88336,29811.20214
Prevalence,Sub-Saharan Africa,Both,<1 year,Tuberculosis,Rate,2019,10544.6424,13390.95922,8239.56339
Prevalence,Sub-Saharan Africa,Both,1-4 years,HIV/AIDS,Rate,2019,246.1709882,273.6378149,217.7636646
Prevalence,Sub-Saharan Africa,Both,5-9 years,HIV/AIDS,Rate,2019,338.5276403,368.6953325,303.4508021
Prevalence,Sub-Saharan Africa,Both,10-14 years,HIV/AIDS,Rate,2019,442.7384445,476.9410673,407.3201138
Prevalence,Sub-Saharan Africa,Both,15-19 years,HIV/AIDS,Rate,2019,719.1856629,786.1707101,656.4414744
Prevalence,Sub-Saharan Africa,Both,20-24 years,HIV/AIDS,Rate,2019,1533.066097,1656.550659,1418.189416
Prevalence,Sub-Saharan Africa,Both,25-29 years,HIV/AIDS,Rate,2019,3159.704305,3391.621196,2947.850027
Prevalence,Sub-Saharan Africa,Both,30-34 years,HIV/AIDS,Rate,2019,5165.496802,5461.448511,4869.948295
Prevalence,Sub-Saharan Africa,Both,35-39 years,HIV/AIDS,Rate,2019,6834.987635,7103.218561,6545.797919
Prevalence,Sub-Saharan Africa,Both,40-44 years,HIV/AIDS,Rate,2019,7678.46991,7937.020284,7381.966017
Prevalence,Sub-Saharan Africa,Both,45-49 years,HIV/AIDS,Rate,2019,7730.911216,8055.134646,7261.552068
Prevalence,Sub-Saharan Africa,Both,50-54 years,HIV/AIDS,Rate,2019,6914.044828,7288.427395,6402.519202
Prevalence,Sub-Saharan Africa,Both,55-59 years,HIV/AIDS,Rate,2019,5650.955933,6074.877865,5173.571963
Prevalence,Sub-Saharan Africa,Both,60-64 years,HIV/AIDS,Rate,2019,4403.568508,4908.619973,3919.968504
Prevalence,Sub-Saharan Africa,Both,65-69 years,HIV/AIDS,Rate,2019,3355.98332,3829.482383,2958.5546
Prevalence,Sub-Saharan Africa,Both,70-74 years,HIV/AIDS,Rate,2019,2750.517469,3150.675725,2433.346758
Prevalence,Sub-Saharan Africa,Both,75-79 years,HIV/AIDS,Rate,2019,2184.387274,2491.102404,1943.870534
Prevalence,Sub-Saharan Africa,Both,80+ years,HIV/AIDS,Rate,2019,1234.739162,1464.326485,1049.924491
Prevalence,Sub-Saharan Africa,Both,<1 year,HIV/AIDS,Rate,2019,167.2817573,201.6511426,136.8520365
Prevalence,Sub-Saharan Africa,Both,1-4 years,Meningitis,Rate,2019,206.9079693,249.8631901,170.3471649
Prevalence,Sub-Saharan Africa,Both,5-9 years,Meningitis,Rate,2019,270.324103,332.6050621,220.912754
Prevalence,Sub-Saharan Africa,Both,10-14 years,Meningitis,Rate,2019,291.3209764,356.3937989,237.5243858
Prevalence,Sub-Saharan Africa,Both,15-19 years,Meningitis,Rate,2019,293.1856391,357.2111972,243.506317
Prevalence,Sub-Saharan Africa,Both,20-24 years,Meningitis,Rate,2019,297.4642786,358.85857,248.3347324
Prevalence,Sub-Saharan Africa,Both,25-29 years,Meningitis,Rate,2019,293.8744036,349.8438431,247.056878
Prevalence,Sub-Saharan Africa,Both,30-34 years,Meningitis,Rate,2019,298.5195829,351.4333957,253.0379332
Prevalence,Sub-Saharan Africa,Both,35-39 years,Meningitis,Rate,2019,309.1248645,366.0286002,261.9561419
Prevalence,Sub-Saharan Africa,Both,40-44 years,Meningitis,Rate,2019,320.9980618,381.9963599,273.4175647
Prevalence,Sub-Saharan Africa,Both,45-49 years,Meningitis,Rate,2019,332.7303639,393.1942153,284.1337196
Prevalence,Sub-Saharan Africa,Both,50-54 years,Meningitis,Rate,2019,347.0581459,407.1929997,298.9173554
Prevalence,Sub-Saharan Africa,Both,55-59 years,Meningitis,Rate,2019,366.5569635,429.8329954,314.1986858
Prevalence,Sub-Saharan Africa,Both,60-64 years,Meningitis,Rate,2019,393.8237028,460.3446999,335.9057901
Prevalence,Sub-Saharan Africa,Both,65-69 years,Meningitis,Rate,2019,433.8872686,505.7723211,369.5730507
Prevalence,Sub-Saharan Africa,Both,70-74 years,Meningitis,Rate,2019,492.6556351,568.9900586,410.8979748
Prevalence,Sub-Saharan Africa,Both,75-79 years,Meningitis,Rate,2019,559.0628859,646.5357293,462.2250086
Prevalence,Sub-Saharan Africa,Both,80+ years,Meningitis,Rate,2019,742.7930744,868.0370356,593.9595148
Prevalence,Sub-Saharan Africa,Both,<1 year,Meningitis,Rate,2019,127.5224018,156.4519167,104.6548982
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,HIV/AIDS,Rate,2019,19.10151558,24.75910025,14.49698413
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,HIV/AIDS,Rate,2019,22.35277003,29.23593414,15.59277992
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,HIV/AIDS,Rate,2019,15.8339805,19.48499834,12.55299796
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,HIV/AIDS,Rate,2019,24.909304,34.26931678,17.94915087
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,HIV/AIDS,Rate,2019,145.0807802,214.5572963,92.55686359
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,HIV/AIDS,Rate,2019,564.9018229,1036.72214,351.1550282
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,HIV/AIDS,Rate,2019,1201.699615,1748.253803,856.859982
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,HIV/AIDS,Rate,2019,1301.614965,1836.79438,985.0241958
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,HIV/AIDS,Rate,2019,780.9674284,1052.090749,589.7040033
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,HIV/AIDS,Rate,2019,415.7496384,538.3567238,306.8408712
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,HIV/AIDS,Rate,2019,212.0536785,284.8168304,146.0984773
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,HIV/AIDS,Rate,2019,170.5143866,244.7766247,100.1572112
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,HIV/AIDS,Rate,2019,114.9448048,167.9138497,63.35485731
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,HIV/AIDS,Rate,2019,60.49505368,86.58621827,34.95636218
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,HIV/AIDS,Rate,2019,19.02186259,26.61475658,12.33569193
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,HIV/AIDS,Rate,2019,7.334847195,10.21962502,4.65103353
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,HIV/AIDS,Rate,2019,1.985567798,2.935568611,1.145502171
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,HIV/AIDS,Rate,2019,18.5034099,23.95331657,14.10989809
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,Meningitis,Rate,2019,30.55779128,37.12802859,25.29485733
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,Meningitis,Rate,2019,51.15522977,62.62277906,42.25982928
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,Meningitis,Rate,2019,61.47448845,74.21575167,51.0624996
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,Meningitis,Rate,2019,67.11653981,80.61173275,55.60760049
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,Meningitis,Rate,2019,69.70370841,83.07618978,58.57187768
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,Meningitis,Rate,2019,69.67282303,82.83222893,58.93811931
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,Meningitis,Rate,2019,67.9311904,80.3962833,57.65443137
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,Meningitis,Rate,2019,65.96201343,77.60797629,56.01084867
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,Meningitis,Rate,2019,63.98013694,75.19226304,54.17211753
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,Meningitis,Rate,2019,64.07413907,75.44250742,54.28148089
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,Meningitis,Rate,2019,64.41914883,75.98219515,54.54469366
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,Meningitis,Rate,2019,63.46883525,74.61138001,53.64992321
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,Meningitis,Rate,2019,60.06896892,71.09096502,50.26526127
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,Meningitis,Rate,2019,57.18261101,68.35093867,47.46787389
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,Meningitis,Rate,2019,55.14852673,66.31985821,45.07844863
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,Meningitis,Rate,2019,56.93392193,68.8233611,45.61870789
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,Meningitis,Rate,2019,60.70209802,72.90069015,47.4123894
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,Meningitis,Rate,2019,12.9033258,16.52504242,10.31247986
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,1-4 years,Measles,Rate,2019,12.4272587,12.48801103,12.36804204
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,5-9 years,Measles,Rate,2019,1.719389359,1.727612691,1.711329332
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,10-14 years,Measles,Rate,2019,0.480499395,0.482844024,0.478217643
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,15-19 years,Measles,Rate,2019,0.173723477,0.174595461,0.172899788
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,20-24 years,Measles,Rate,2019,0.101173761,0.101684299,0.100689492
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,25-29 years,Measles,Rate,2019,0.061786829,0.062092855,0.061488655
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,30-34 years,Measles,Rate,2019,0.044578788,0.044800355,0.044363805
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,35-39 years,Measles,Rate,2019,0.032326825,0.032489475,0.032172301
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,40-44 years,Measles,Rate,2019,0.025498645,0.025627672,0.025377479
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,45-49 years,Measles,Rate,2019,0.021469544,0.021579667,0.021367543
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,50-54 years,Measles,Rate,2019,0.0195849,0.019686098,0.019492013
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,55-59 years,Measles,Rate,2019,0.022539572,0.022653171,0.022432942
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,60-64 years,Measles,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,65-69 years,Measles,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,70-74 years,Measles,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,75-79 years,Measles,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,80+ years,Measles,Rate,2019,0,0,0
Prevalence,"Central Europe, Eastern Europe, and Central Asia",Both,<1 year,Measles,Rate,2019,17.78867191,17.87646253,17.70331482
Prevalence,High-income,Both,1-4 years,Tuberculosis,Rate,2019,1727.707102,2368.3272,1225.240155
Prevalence,High-income,Both,5-9 years,Tuberculosis,Rate,2019,2422.237095,3509.529398,1590.601261
Prevalence,High-income,Both,10-14 years,Tuberculosis,Rate,2019,4246.828425,6206.809244,2699.977632
Prevalence,High-income,Both,15-19 years,Tuberculosis,Rate,2019,7208.840787,10404.06167,4747.273751
Prevalence,High-income,Both,20-24 years,Tuberculosis,Rate,2019,9853.049647,13640.59172,6694.155404
Prevalence,High-income,Both,25-29 years,Tuberculosis,Rate,2019,11657.44112,16597.77453,7781.396327
Prevalence,High-income,Both,30-34 years,Tuberculosis,Rate,2019,13211.27268,18653.46713,8876.819851
Prevalence,High-income,Both,35-39 years,Tuberculosis,Rate,2019,14528.81862,20557.93488,9547.249866
Prevalence,High-income,Both,40-44 years,Tuberculosis,Rate,2019,15400.52904,21628.18474,10229.79906
Prevalence,High-income,Both,45-49 years,Tuberculosis,Rate,2019,15603.4898,22486.75193,10720.04149
Prevalence,High-income,Both,50-54 years,Tuberculosis,Rate,2019,15242.95755,21480.95705,10305.81637
Prevalence,High-income,Both,55-59 years,Tuberculosis,Rate,2019,15692.78187,21818.4857,10752.01123
Prevalence,High-income,Both,60-64 years,Tuberculosis,Rate,2019,15646.09258,22281.1329,10647.43131
Prevalence,High-income,Both,65-69 years,Tuberculosis,Rate,2019,14260.89491,20278.0663,9658.077801
Prevalence,High-income,Both,70-74 years,Tuberculosis,Rate,2019,11593.05393,15843.87353,8104.045586
Prevalence,High-income,Both,75-79 years,Tuberculosis,Rate,2019,9300.109628,12502.42874,6594.324944
Prevalence,High-income,Both,80+ years,Tuberculosis,Rate,2019,7431.509328,9381.327589,5928.070032
Prevalence,High-income,Both,<1 year,Tuberculosis,Rate,2019,1579.023681,2055.800555,1197.210414
Prevalence,High-income,Both,1-4 years,HIV/AIDS,Rate,2019,4.300252073,9.131049012,1.290437219
Prevalence,High-income,Both,5-9 years,HIV/AIDS,Rate,2019,3.819438673,7.409874373,1.343481854
Prevalence,High-income,Both,10-14 years,HIV/AIDS,Rate,2019,3.552107498,6.223641451,1.292040903
Prevalence,High-income,Both,15-19 years,HIV/AIDS,Rate,2019,26.56092923,41.34161144,17.12722833
Prevalence,High-income,Both,20-24 years,HIV/AIDS,Rate,2019,93.20469347,140.7293827,60.67264466
Prevalence,High-income,Both,25-29 years,HIV/AIDS,Rate,2019,237.6768009,352.5821036,125.4341645
Prevalence,High-income,Both,30-34 years,HIV/AIDS,Rate,2019,356.5005576,525.852568,183.781393
Prevalence,High-income,Both,35-39 years,HIV/AIDS,Rate,2019,416.3593748,633.7652267,229.0137373
Prevalence,High-income,Both,40-44 years,HIV/AIDS,Rate,2019,447.2639055,683.1112967,252.55664
Prevalence,High-income,Both,45-49 years,HIV/AIDS,Rate,2019,450.3326242,654.9351923,267.9198861
Prevalence,High-income,Both,50-54 years,HIV/AIDS,Rate,2019,479.1364213,668.9632392,297.5741222
Prevalence,High-income,Both,55-59 years,HIV/AIDS,Rate,2019,510.0611242,726.7100832,309.7817316
Prevalence,High-income,Both,60-64 years,HIV/AIDS,Rate,2019,446.7087315,644.155771,259.4238365
Prevalence,High-income,Both,65-69 years,HIV/AIDS,Rate,2019,343.7050565,501.7268289,200.80804
Prevalence,High-income,Both,70-74 years,HIV/AIDS,Rate,2019,221.7225561,319.6975218,129.6296037
Prevalence,High-income,Both,75-79 years,HIV/AIDS,Rate,2019,136.0515514,188.7451211,81.76559249
Prevalence,High-income,Both,80+ years,HIV/AIDS,Rate,2019,33.4131345,45.17509624,20.56354773
Prevalence,High-income,Both,<1 year,HIV/AIDS,Rate,2019,4.337926368,9.224488612,1.30412827
Prevalence,High-income,Both,1-4 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,5-9 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,10-14 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,15-19 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,20-24 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,25-29 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,30-34 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,35-39 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,40-44 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,45-49 years,Ebola,Rate,2019,0,0,0
Prevalence,High-income,Both,50-54 years,Ebola,Rate,2019,0,0,0
